10.12.2024 13:17:09
Scoring: RSE
Best score: -0.09835495652703449
best params: OrderedDict({'model__max_depth': None, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 100})
30       {'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 100}       -27.161104        3.237373                5
29      {'model__max_depth': 100, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 100}       -27.161104        3.237373                5
49       {'model__max_depth': 80, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 100}       -27.161104        3.237373                5
13       {'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 150}       -27.169096        3.318364               12
40       {'model__max_depth': 70, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 150}       -27.169174        3.318422               13
10       {'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 150}       -27.169174        3.318422               13
42       {'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 150}       -27.169174        3.318422               13
27       {'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 4, 'model__n_estimators': 300}       -27.244834        3.339224               16
8        {'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 3, 'model__n_estimators': 150}       -27.249476        3.319292               17
36       {'model__max_depth': 100, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 60}       -27.643757        3.453089               18
33      {'model__max_depth': None, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 60}       -27.643757        3.453089               18
35        {'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 60}       -27.643757        3.453089               18
3        {'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 6, 'model__n_estimators': 300}       -27.753577        3.336165               21
21        {'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 40}       -27.979699        3.736982               22
23        {'model__max_depth': 70, 'model__max_features': None, 'model__min_samples_split': 4, 'model__n_estimators': 40}       -28.250165        3.829368               23
9        {'model__max_depth': 10, 'model__max_features': None, 'model__min_samples_split': 5, 'model__n_estimators': 300}       -28.359077        3.492027               24
12        {'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 30}       -28.389157        4.037658               25
48        {'model__max_depth': 80, 'model__max_features': None, 'model__min_samples_split': 6, 'model__n_estimators': 60}       -28.413242        3.554560               26
14        {'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_split': 8, 'model__n_estimators': 60}       -28.993886        3.669768               27
17      {'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 10, 'model__n_estimators': 300}       -29.095920        3.521371               28
41       {'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 11, 'model__n_estimators': 90}       -29.825077        3.697145               29
47     {'model__max_depth': None, 'model__max_features': None, 'model__min_samples_split': 12, 'model__n_estimators': 80}       -30.301973        3.835788               30
18        {'model__max_depth': 70, 'model__max_features': None, 'model__min_samples_split': 9, 'model__n_estimators': 20}       -30.712053        5.000733               31
1       {'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 16, 'model__n_estimators': 300}       -31.444217        3.762955               32
16        {'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__n_estimators': 10}       -31.485559        5.949049               33
46      {'model__max_depth': 10, 'model__max_features': None, 'model__min_samples_split': 17, 'model__n_estimators': 150}       -32.297083        3.902313               34
19     {'model__max_depth': 100, 'model__max_features': None, 'model__min_samples_split': 20, 'model__n_estimators': 300}       -33.081558        3.907152               35
25    {'model__max_depth': None, 'model__max_features': None, 'model__min_samples_split': 20, 'model__n_estimators': 100}       -33.232432        4.051835               36
4      {'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_split': 10, 'model__n_estimators': 90}       -86.687579       10.720754               37
0      {'model__max_depth': 40, 'model__max_features': 'log2', 'model__min_samples_split': 5, 'model__n_estimators': 150}       -86.988466       10.935461               38
44     {'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_split': 8, 'model__n_estimators': 150}       -87.018714       10.741581               39
2      {'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_split': 3, 'model__n_estimators': 150}       -87.029323       10.946759               40
34   {'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_split': 17, 'model__n_estimators': 80}       -88.160474       10.943988               41
38  {'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_split': 13, 'model__n_estimators': 100}       -88.200868       11.338435               42
7      {'model__max_depth': 40, 'model__max_features': 'log2', 'model__min_samples_split': 17, 'model__n_estimators': 50}       -90.166870       10.436043               43
26     {'model__max_depth': 10, 'model__max_features': 'log2', 'model__min_samples_split': 11, 'model__n_estimators': 10}      -107.211913        9.647141               44
15      {'model__max_depth': 90, 'model__max_features': 'log2', 'model__min_samples_split': 8, 'model__n_estimators': 10}      -109.259137        9.802361               45
39    {'model__max_depth': 70, 'model__max_features': 'sqrt', 'model__min_samples_split': 19, 'model__n_estimators': 200}      -127.724720       11.991869               46
5      {'model__max_depth': 90, 'model__max_features': 'sqrt', 'model__min_samples_split': 16, 'model__n_estimators': 70}      -135.033478       13.450214               47
45      {'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_split': 7, 'model__n_estimators': 90}      -137.300256       14.108021               48
20     {'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_split': 15, 'model__n_estimators': 30}      -138.359812       12.555858               49
6      {'model__max_depth': 40, 'model__max_features': 'sqrt', 'model__min_samples_split': 10, 'model__n_estimators': 20}      -139.903546       14.623532               50


